ID,Type of Object,Max Confidence,Avg Confidence,On-screen Duration
414,car,0.941351,0.782923,3.67007
408,car,0.94315,0.795689,3.99274
412,car,0.960886,0.763634,4.2855
416,car,0.937769,0.770343,4.11837
422,car,0.933794,0.786492,3.07274
418,car,0.919308,0.747884,4.30089
415,car,0.330967,0.250375,4.85038
421,car,0.932857,0.793882,3.77009
420,car,0.945289,0.742013,4.70482
423,car,0.957163,0.794976,3.38652
437,car,0.66365,0.399205,0.183424
434,car,0.881257,0.597895,0.441376
444,car,0.87759,0.729169,0.111093
426,car,0.958079,0.807551,2.71808
446,car,0.654868,0.583775,0.157947
449,car,0.757629,0.632868,0.216573
451,car,0.761746,0.633649,0.207301
441,car,0.946445,0.811266,1.05774
427,car,0.965212,0.800749,3.27605
425,car,0.937241,0.788113,4.33515
436,car,0.901047,0.70693,1.63438
454,car,0.783145,0.664848,0.252046
450,car,0.925748,0.772927,1.18376
445,car,0.964549,0.817485,1.60953
455,car,0.933139,0.861102,0.647039
447,car,0.909296,0.781506,1.80142
430,car,0.962489,0.791532,3.86705
433,car,0.971794,0.830893,3.25559
457,car,0.971876,0.907565,1.07174
431,car,0.95236,0.819337,3.75618
429,car,0.935721,0.761433,4.63692
432,car,0.942664,0.827665,3.85037
467,car,0.805955,0.782343,0.032977
462,car,0.856475,0.758713,0.843329
440,car,0.883439,0.649397,3.25373
428,car,0.953906,0.757835,5.19895
405,person,0.887116,0.518931,10.9183
466,car,0.948542,0.917499,0.706041
413,person,0.860159,0.610431,9.39571
458,car,0.767966,0.701155,1.78154
448,car,0.964958,0.855011,3.13521
465,car,0.967083,0.907511,1.50566
452,car,0.97328,0.870141,3.01607
474,car,0.920526,0.904652,0.227424
471,car,0.865823,0.816882,0.516855
442,car,0.956101,0.828587,4.54778
479,car,0.792939,0.734562,0.241158
477,car,0.850077,0.805289,0.576444
455,car,0.900912,0.78275,2.12639
456,car,0.972686,0.873984,3.67601
468,car,0.944347,0.849867,2.70772
460,car,0.966209,0.875545,4.06715
463,car,0.9677,0.861342,4.14115
472,car,0.919642,0.785452,2.6435
484,car,0.835543,0.824685,0.00563525
483,car,0.89929,0.768861,0.536409
482,car,0.901714,0.780747,0.53825
481,car,0.942745,0.879747,0.866426
480,car,0.892846,0.814312,1.11211
478,car,0.976412,0.902641,1.71262
475,car,0.965313,0.929754,1.94397
473,car,0.967178,0.893028,2.61076
470,car,0.956915,0.876584,3.04944
469,car,0.955848,0.839495,3.08621
461,car,0.96826,0.907075,4.33744
459,car,0.968991,0.882233,4.66542
453,car,0.97096,0.891183,5.15972
439,car,0.972244,0.927954,6.57701
438,car,0.960773,0.815991,6.59352
435,car,0.910773,0.780677,6.64521
476,car,0.96066,0.893361,1.76021
417,car,0.925231,0.699358,12.2201
409,car,0.958977,0.789705,12.7221
464,car,0.96083,0.878311,4.16075
443,car,0.972365,0.871054,6.40231
485,car,0.879035,0.776201,0.411562
487,car,0.8376,0.611293,1.00121
492,car,0.523271,0.363016,1.09813
500,car,0.263643,0.230494,0.498499
488,car,0.941186,0.810521,2.63519
491,car,0.943951,0.801326,2.81987
505,car,0.425357,0.362564,0.267052
495,car,0.941351,0.784847,3.47928
489,car,0.94315,0.796672,3.64574
497,car,0.937769,0.770343,3.9166
493,car,0.960886,0.76367,3.96748
496,car,0.330967,0.250566,4.61919
502,car,0.932857,0.793514,3.52523
501,car,0.945289,0.741238,4.3779
503,car,0.933794,0.779581,3.98685
499,car,0.919308,0.743077,5.11896
518,car,0.66365,0.3945,0.0639824
512,car,0.779291,0.622996,1.04984
526,car,0.87759,0.729169,0.24759
507,car,0.958079,0.809855,2.70116
504,car,0.957163,0.810352,3.73666
527,car,0.654868,0.583775,0.156271
530,car,0.757629,0.632868,0.165744
510,car,0.935721,0.76219,2.65047
532,car,0.761746,0.638747,0.219707
523,car,0.946445,0.806781,0.96889
508,car,0.965212,0.799794,3.12893
506,car,0.937241,0.786757,3.94805
516,car,0.901047,0.707527,1.27778
535,car,0.783145,0.664848,0.231399
531,car,0.925748,0.770823,0.991302
522,car,0.964549,0.804389,1.76651
528,car,0.909296,0.778512,1.43171
511,car,0.962489,0.789698,3.36693
538,car,0.971876,0.906204,1.10749
515,car,0.971794,0.829899,2.94952
514,car,0.95236,0.826241,3.07278
513,car,0.942664,0.830333,3.33802
548,car,0.805955,0.782343,0.00905882
543,car,0.856475,0.758713,0.655841
486,person,0.887116,0.522352,9.55206
547,car,0.948542,0.917499,0.529592
521,car,0.883439,0.652911,2.84078
509,car,0.953906,0.757035,4.63949
494,person,0.860159,0.611847,8.53535
539,car,0.761473,0.698251,1.50205
529,car,0.964958,0.854115,2.51745
546,car,0.967083,0.907511,1.20072
545,car,0.96083,0.890366,1.2451
533,car,0.97328,0.872008,2.3993
553,car,0.865823,0.816882,0.540889
555,car,0.920526,0.904652,0.133493
524,car,0.956101,0.82754,3.86495
560,car,0.792939,0.734562,0.0520268
558,car,0.850077,0.805289,0.653196
537,car,0.972686,0.873431,3.44119
536,car,0.933139,0.808195,3.62812
549,car,0.944347,0.849255,2.70794
541,car,0.966209,0.875307,4.00875
565,car,0.835543,0.824685,0.0157547
564,car,0.89929,0.768861,0.434589
563,car,0.901714,0.780747,0.598537
562,car,0.942745,0.879747,0.921769
561,car,0.892846,0.814312,0.964991
545,car,0.928887,0.861144,1.64455
559,car,0.976412,0.902641,1.80257
556,car,0.965313,0.929754,1.94243
554,car,0.919642,0.785452,2.73473
552,car,0.952636,0.835572,2.89889
551,car,0.956915,0.876856,2.9175
550,car,0.967178,0.883225,3.09609
544,car,0.9677,0.861015,3.9055
542,car,0.96826,0.90803,4.06019
540,car,0.968991,0.88211,4.36931
534,car,0.97096,0.890701,4.89316
520,car,0.972244,0.927731,6.00031
519,car,0.960773,0.815938,6.00634
517,car,0.910773,0.780941,6.01861
557,car,0.96066,0.893361,1.88186
498,car,0.925231,0.704191,11.3854
490,car,0.958977,0.789664,11.7962
525,car,0.972365,0.8725,6.07647
566,car,0.879035,0.741224,0.604615
568,car,0.8376,0.611293,1.04274
581,car,0.263643,0.230494,0.552237
573,car,0.523271,0.363016,1.17664
569,car,0.941186,0.810521,2.72747
572,car,0.943951,0.801326,2.84884
586,car,0.425357,0.362564,0.338799
570,car,0.94315,0.796416,3.49684
576,car,0.941351,0.783096,3.52874
578,car,0.937769,0.770343,3.83984
574,car,0.960886,0.764805,3.89983
584,car,0.933794,0.785936,2.47747
580,car,0.919308,0.74794,3.95111
577,car,0.330967,0.250566,4.55353
582,car,0.945289,0.740034,4.29485
583,car,0.932857,0.791784,3.2637
585,car,0.957163,0.795985,2.94508
599,car,0.66365,0.399205,0.286775
596,car,0.881257,0.597895,0.416435
606,car,0.87759,0.729169,0.179116
588,car,0.958079,0.808411,2.49673
611,car,0.757629,0.632868,0.293664
608,car,0.654868,0.583775,0.312211
613,car,0.761746,0.633649,0.259718
603,car,0.946445,0.811266,0.96454
589,car,0.965212,0.801828,3.1537
587,car,0.937241,0.788233,3.92639
598,car,0.901047,0.70693,1.62206
616,car,0.783145,0.664848,0.238792
612,car,0.925748,0.773669,1.08114
607,car,0.964549,0.81805,1.69673
592,car,0.962489,0.794626,3.79333
595,car,0.971794,0.832922,3.09907
619,car,0.964498,0.904026,1.0621
593,car,0.95236,0.821066,3.65106
591,car,0.935721,0.760955,4.49278
594,car,0.942664,0.829929,3.89294
628,car,0.805955,0.805955,0
623,car,0.856475,0.758454,0.868221
609,car,0.922374,0.797402,2.56828
