Class ID,ID,Confidence LV,x_initial,y_initial,x_final,y_final
car,1765,0.5863,221,153,539,483
car,1764,0.7457,847,347,427,140
car,1770,0.7676,405,174,449,133
car,1747,0.6786,869,363,495,124
car,1766,0.6349,892,299,493,139
car,1759,0.6667,897,336,479,131
car,1775,0.5274,294,119,259,157
car,1774,0.5993,465,129,483,123
car,1769,0.6464,315,131,513,477
car,1736,0.6908,907,376,562,132
car,1740,0.7171,922,338,543,116
car,1786,0.6108,875,361,412,174
car,1787,0.7083,906,314,503,177
car,1631,0.6305,923,316,734,492
car,1793,0.7441,911,307,540,192
car,1762,0.6300,917,313,589,106
car,1720,0.6570,891,336,426,439
car,1768,0.5542,497,113,456,128
car,1788,0.7715,909,344,472,133
car,1772,0.5690,374,118,609,464
car,1812,0.5042,433,115,422,107
car,1800,0.6209,467,110,393,122
car,1755,0.6484,866,353,419,105
car,1798,0.5300,469,111,410,107
car,1756,0.5071,479,111,472,115
car,1801,0.6442,436,119,528,122
car,1794,0.5646,247,133,374,489
car,1773,0.7085,905,335,552,118
car,1784,0.6220,873,362,538,120
car,1778,0.5502,499,146,506,135
car,1810,0.7451,857,353,449,143
car,1808,0.5513,906,310,512,136
car,1825,0.6733,276,147,236,163
car,1827,0.5819,439,136,458,132
car,1741,0.6681,898,281,514,455
car,1833,0.7709,918,341,732,286
car,1807,0.7120,419,121,619,447
car,1751,0.6826,487,111,750,495
car,1763,0.5063,451,143,617,107
car,1799,0.5798,501,174,625,104
car,1811,0.6810,910,339,529,119
car,1797,0.5255,909,344,577,114
car,1814,0.6024,384,124,739,499
car,1828,0.6905,247,139,411,490
car,1839,0.6001,456,150,459,129
car,1821,0.5533,631,288,466,113
car,1829,0.6903,879,330,406,159
car,1780,0.6020,921,311,558,125
car,1826,0.7455,924,324,560,129
car,1842,0.8067,905,330,468,142
car,1816,0.6299,918,345,510,121
car,1835,0.7004,901,368,489,118
car,1813,0.5652,423,114,545,480
car,1849,0.5175,201,143,399,433
car,1841,0.6770,888,333,470,119
car,1844,0.6268,880,279,498,117
car,1817,0.6229,862,366,461,157
car,1832,0.6504,680,273,514,118
car,1823,0.6647,870,360,515,115
car,1869,0.7615,98,253,333,488
car,1878,0.5461,260,138,248,134
car,1850,0.5350,898,316,554,132
car,1857,0.5867,890,295,571,122
car,1883,0.7000,858,295,552,199
car,1885,0.6277,347,122,255,143
car,1888,0.7510,920,314,499,177
car,1884,0.6726,196,163,534,483
car,1871,0.6242,884,306,537,134
car,1864,0.5013,396,116,394,468
car,1889,0.7392,534,178,506,140
car,1905,0.6243,915,341,779,303
car,1882,0.7746,904,341,523,128
car,1873,0.5219,362,122,481,462
car,1881,0.7002,351,125,563,486
car,1880,0.5748,229,129,353,499
car,1904,0.5507,517,124,532,124
car,1872,0.6133,910,342,547,126
car,1877,0.6987,911,309,543,126
car,1897,0.5371,374,126,734,494
car,1892,0.5318,432,115,150,313
car,1887,0.5146,847,358,538,111
car,1879,0.6964,906,337,570,111
car,1903,0.6630,913,328,464,114
car,1891,0.6520,525,159,587,110
car,1856,0.5658,911,343,577,114
car,1909,0.5983,234,134,362,493
car,1902,0.5166,845,355,419,120
car,1913,0.7350,859,361,453,131
car,1843,0.5721,880,352,543,122
car,1945,0.6291,860,299,819,287
car,1942,0.5611,475,113,452,116
car,1930,0.6255,662,294,444,135
car,1941,0.6340,463,182,511,200
car,1935,0.6146,245,142,542,484
car,1922,0.5457,424,141,528,120
car,1925,0.6926,894,329,513,117
car,1926,0.5245,467,141,536,118
car,1910,0.5609,882,331,405,111
car,1938,0.6943,907,300,456,134
car,1949,0.7132,603,279,461,131
car,1931,0.5154,422,116,846,508
car,1956,0.6573,227,136,381,486
car,1983,0.5836,447,153,471,164
car,1987,0.6267,244,135,225,149
car,1948,0.7638,482,120,797,506
car,1964,0.5468,346,127,537,483
car,1990,0.6099,878,295,824,278
car,1973,0.6926,906,342,490,125
car,1975,0.6079,896,322,563,129
car,1978,0.6358,229,135,392,489
car,1917,0.6864,477,190,881,495
car,1967,0.6385,910,346,497,115
car,1920,0.5141,895,284,535,108
car,1979,0.7132,344,124,543,479
car,1984,0.5373,922,318,478,132
car,1980,0.5678,405,121,855,508
car,1999,0.6067,882,333,458,169
car,1993,0.6640,781,269,531,123
car,1962,0.5908,863,333,526,121
car,1998,0.6461,849,355,476,127
car,1995,0.5683,340,128,532,489
car,2008,0.6506,461,141,494,118
car,2001,0.6688,518,216,509,129
car,2002,0.7151,913,342,511,126
car,2000,0.5273,373,120,540,488
car,1989,0.6066,941,311,525,120
car,2040,0.7315,511,234,454,205
car,2029,0.6705,426,103,397,115
car,2043,0.5051,420,110,407,114
car,2049,0.5183,382,115,382,115
car,1976,0.5292,433,108,337,497
car,1951,0.5256,912,341,581,95
car,2044,0.7347,895,331,446,159
car,2037,0.5291,378,124,195,169
car,2033,0.7955,904,370,487,131
car,2025,0.6507,842,325,496,126
car,2036,0.7155,894,335,427,150
car,2035,0.7954,908,307,564,120
car,2067,0.7093,894,336,686,275
car,2066,0.5582,89,227,306,413
car,2028,0.6190,383,114,695,455
car,2048,0.6276,213,142,521,437
car,2058,0.7162,906,315,511,137
car,2068,0.6333,172,217,532,486
car,2075,0.6443,118,280,371,486
car,2011,0.5962,897,331,542,114
car,2062,0.5854,623,257,514,127
car,1996,0.5874,495,118,712,486
car,2059,0.6284,812,313,458,146
car,2078,0.7238,847,357,422,146
car,2079,0.5260,455,151,446,131
car,2055,0.6802,332,121,374,491
car,2076,0.6515,824,317,475,126
car,2010,0.5751,891,374,617,103
car,2082,0.6902,207,135,497,488
car,2054,0.5054,461,144,525,121
car,2056,0.5116,527,120,599,113
car,2050,0.5333,897,369,541,123
car,2070,0.7391,904,372,516,118
car,2031,0.6240,885,331,383,119
car,2085,0.5196,876,301,541,111
car,2097,0.6352,911,330,447,164
car,2052,0.6435,883,332,560,134
car,2093,0.5448,905,363,511,117
car,2030,0.6143,837,351,575,113
car,2123,0.5327,536,114,533,116
car,2101,0.6322,338,125,290,337
car,2024,0.5593,486,109,360,431
car,2102,0.6122,329,127,265,458
car,2071,0.5158,414,113,427,479
car,2081,0.5760,397,113,360,438
car,2103,0.6859,911,338,571,113
car,2121,0.5597,199,141,357,492
car,2138,0.7582,897,370,577,268
car,2063,0.6248,850,324,532,475
car,2113,0.6023,361,123,659,498
car,2131,0.7117,892,336,453,140
car,2120,0.5445,547,256,536,129
car,2148,0.6116,446,145,506,120
car,2141,0.5646,467,112,375,122
car,2116,0.5622,910,333,417,120
car,2147,0.7735,556,259,434,133
car,2126,0.6609,900,306,521,118
car,2135,0.5321,491,110,405,122
car,2139,0.5762,247,133,374,500
car,2177,0.5329,266,130,210,144
car,2150,0.5974,377,121,239,178
car,2136,0.6909,900,367,548,114
car,2130,0.5377,726,297,555,110
car,2170,0.6586,196,164,512,480
car,2146,0.5709,433,106,242,197
car,2175,0.5983,300,139,170,157
car,2149,0.5109,370,124,331,498
car,2166,0.5687,295,131,366,490
car,2157,0.5874,372,121,638,457
car,2188,0.6690,227,199,692,475
car,2158,0.6375,350,126,760,496
car,2187,0.6246,840,322,458,146
car,2181,0.6640,241,176,851,510
car,2180,0.7790,255,147,559,478
car,2197,0.5290,453,139,472,141
car,2178,0.6611,881,300,493,128
car,2213,0.5277,895,368,806,343
car,2179,0.6414,257,157,398,491
car,2176,0.7086,893,371,520,124
car,2172,0.5604,848,339,518,125
car,2184,0.5897,918,315,562,134
car,2208,0.6424,829,298,504,144
car,2205,0.7414,915,333,493,129
car,2226,0.8090,487,138,501,143
car,2232,0.5302,490,125,473,113
car,2225,0.5247,495,111,476,113
car,2183,0.5472,904,342,565,98
car,2224,0.7839,910,339,466,186
car,2234,0.7358,463,115,466,113
car,2233,0.7838,916,345,696,277
car,2229,0.5241,365,122,313,127
car,2227,0.7788,912,341,495,207
car,2220,0.7203,463,141,506,139
car,2215,0.5745,466,114,433,116
car,2211,0.7164,918,316,540,135
car,2209,0.7686,827,343,448,133
car,2207,0.7242,899,364,426,145
car,2203,0.6463,441,114,201,156
car,2200,0.7960,906,335,511,133
car,2193,0.5752,911,343,514,125
road_sign,1505,0.5847,522,86,521,86
road_sign,2259,0.5240,648,45,648,45
road_sign,2257,0.5908,600,38,586,42
car,2248,0.8231,56,115,57,116
car,2247,0.5744,59,137,59,136
road_sign,2238,0.5478,475,33,424,40
road_sign,2240,0.5051,838,34,863,33
road_sign,2243,0.5203,647,39,346,38
car,2249,0.6555,146,124,146,125
car,2263,0.5618,253,158,674,467
car,2284,0.6564,836,291,531,195
car,2273,0.6712,268,136,541,474
car,2289,0.6533,618,257,441,139
car,2286,0.6590,878,358,473,128
car,2283,0.7064,911,338,495,129
car,2302,0.5209,447,116,479,126
car,2276,0.5849,911,340,587,99
car,2318,0.6984,892,367,604,250
car,2285,0.7101,910,338,509,126
car,2277,0.5687,441,113,518,462
car,2295,0.6058,366,127,703,475
car,2304,0.5386,269,130,365,490
car,2328,0.6334,302,141,277,143
car,2300,0.5526,833,323,509,139
car,2290,0.7336,916,340,516,124
car,2294,0.6602,401,122,807,506
car,2320,0.6014,347,129,181,185
car,2310,0.6372,918,312,554,130
car,2324,0.7467,281,139,754,496
car,2288,0.5168,543,209,579,111
car,2326,0.6683,242,147,560,484
car,2311,0.5196,853,355,515,114
car,2303,0.5836,425,114,679,471
car,2345,0.6419,546,132,551,133
car,2330,0.6865,283,135,508,483
car,2329,0.6202,827,288,548,128
car,2297,0.5467,454,150,563,129
car,2325,0.7232,404,122,802,508
car,2348,0.7238,890,366,574,244
car,2331,0.5088,873,360,478,114
car,2327,0.5620,878,320,541,116
car,2336,0.5409,273,131,371,488
car,2366,0.6839,924,322,844,295
car,2355,0.6481,313,134,849,508
car,2361,0.5251,899,338,439,161
car,2381,0.6652,643,271,545,223
car,2357,0.5477,847,358,459,155
car,2364,0.6722,919,312,505,172
car,2321,0.6478,688,280,361,490
car,2382,0.6628,850,357,402,180
car,2379,0.6089,896,365,430,142
car,2349,0.5082,872,322,514,189
car,2359,0.6349,901,339,536,114
car,2354,0.6442,903,364,562,133
car,2351,0.5229,546,257,486,111
car,2369,0.5192,391,120,457,448
car,2363,0.5852,442,115,481,457
car,2362,0.6918,414,117,553,484
car,2370,0.6029,669,270,532,130
car,2367,0.5615,833,305,420,114
car,2396,0.5479,313,131,686,471
car,2420,0.6193,414,114,403,120
car,2394,0.5806,906,342,505,127
car,2411,0.5313,425,120,329,125
car,2385,0.6159,533,216,555,117
car,2407,0.6526,844,349,493,123
car,2437,0.5536,407,154,478,155
car,2425,0.5785,346,130,688,472
car,2438,0.6123,228,149,543,483
car,2452,0.5533,719,262,587,231
car,2436,0.6182,917,343,477,130
car,2447,0.5455,499,119,530,113
car,2410,0.5230,863,302,519,115
car,2409,0.5577,454,108,147,162
car,2417,0.5186,915,300,583,115
car,2388,0.5191,492,126,136,163
car,2419,0.7329,399,122,558,489
car,2455,0.6717,918,341,502,183
car,2433,0.5022,305,139,891,515
car,2434,0.5960,294,138,681,477
car,2441,0.5256,451,153,541,122
car,2404,0.5175,845,325,468,104
car,2445,0.5468,216,131,392,462
car,2439,0.5873,923,313,574,95
car,2442,0.7074,910,343,502,146
car,2463,0.6984,473,140,477,125
car,2464,0.5596,475,110,448,102
car,2454,0.6484,627,258,454,149
car,2470,0.6212,90,252,358,495
car,2477,0.5851,439,107,409,109
car,2460,0.6995,471,195,475,139
car,2412,0.6835,904,364,535,111
car,2453,0.6360,910,338,437,150
car,2480,0.5556,840,293,474,147
car,2469,0.7240,902,372,466,125
car,2459,0.6841,902,365,481,125
car,2488,0.5727,487,154,509,136
car,2473,0.5661,416,119,665,464
car,2486,0.5923,470,129,503,114
car,2465,0.6241,816,346,510,118
car,2467,0.5191,445,165,509,114
car,2487,0.5632,485,125,537,120
car,2478,0.6396,355,124,502,485
car,2468,0.5367,453,152,531,114
car,2485,0.7355,921,314,498,146
car,2482,0.6689,906,340,533,121
car,2476,0.5980,416,114,532,479
car,2451,0.5093,864,331,540,121
car,2504,0.8774,398,175,427,139
car,2493,0.7058,900,372,472,125
car,2498,0.6445,466,109,563,118
car,2497,0.8341,898,340,489,146
car,2444,0.5709,895,373,551,103
car,2496,0.5545,244,134,348,498
car,2515,0.6984,878,359,402,159
car,2511,0.5050,421,108,404,117
car,2514,0.5725,408,117,352,123
car,2519,0.5865,221,153,539,483
car,2518,0.7457,847,347,427,140
car,2524,0.7673,405,174,449,133
car,2501,0.6786,869,363,495,124
car,2520,0.6351,892,299,493,139
car,2474,0.6400,891,336,259,157
car,2513,0.6658,897,336,479,131
car,2528,0.6024,466,131,483,123
car,2490,0.6908,907,376,562,132
car,2523,0.6479,315,131,513,477
car,2494,0.7168,922,338,543,116
car,2540,0.6108,875,361,412,174
car,2541,0.7083,906,314,503,177
car,2386,0.6312,923,316,734,492
car,2547,0.7441,911,307,540,192
car,2516,0.6294,917,313,589,106
car,2529,0.6718,272,120,426,439
car,2522,0.5532,497,113,456,128
car,2542,0.7724,909,344,472,133
car,2526,0.5696,374,118,609,464
car,2566,0.5042,433,115,422,107
car,2554,0.6209,467,110,393,122
car,2509,0.6480,866,353,419,105
car,2552,0.5300,469,111,410,107
car,2510,0.5075,479,111,472,115
car,2548,0.5637,247,133,374,489
car,2555,0.6441,436,119,528,122
car,2538,0.6228,873,362,538,120
car,2532,0.5492,499,146,506,135
car,2562,0.5522,906,310,512,136
car,2564,0.7448,857,353,449,143
car,2580,0.5819,439,136,458,132
car,2578,0.6733,276,147,236,163
car,2495,0.6681,898,281,514,455
car,2586,0.7709,918,341,732,286
car,2561,0.7131,419,121,619,447
car,2505,0.6825,487,111,750,495
car,2517,0.5073,451,143,617,107
car,2553,0.5795,501,174,625,104
car,2565,0.6805,910,339,529,119
car,2551,0.5251,909,344,577,114
car,2536,0.5048,489,130,574,114
car,2568,0.6024,384,124,739,499
car,2592,0.6001,456,150,459,129
car,2581,0.6905,247,139,411,490
car,2574,0.5533,631,288,466,113
car,2582,0.6903,879,330,406,159
car,2534,0.6018,921,311,558,125
car,2579,0.7455,924,324,560,129
car,2595,0.8067,905,330,468,142
car,2569,0.6299,918,345,510,121
car,2588,0.7004,901,368,489,118
car,2567,0.5652,423,114,545,480
car,2602,0.5175,201,143,399,433
car,2594,0.6770,888,333,470,119
car,2597,0.6268,880,279,498,117
car,2570,0.6229,862,366,461,157
car,2585,0.6504,680,273,514,118
car,2576,0.6647,870,360,515,115
car,2622,0.7615,98,253,333,488
car,2631,0.5461,260,138,248,134
car,2603,0.5350,898,316,554,132
car,2610,0.5867,890,295,571,122
car,2636,0.7000,858,295,552,199
car,2638,0.6277,347,122,255,143
car,2641,0.7510,920,314,499,177
car,2527,0.5364,905,335,617,105
car,2637,0.6726,196,163,534,483
car,2624,0.6242,884,306,537,134
car,2617,0.5013,396,116,394,468
car,2642,0.7392,534,178,506,140
car,2658,0.6243,915,341,779,303
car,2635,0.7746,904,341,523,128
car,2626,0.5230,362,122,481,462
car,2634,0.7006,351,125,563,486
car,2633,0.5760,229,129,353,499
car,2657,0.5553,517,124,532,124
car,2625,0.6135,910,342,547,126
car,2630,0.6994,911,309,543,126
car,2650,0.5368,374,126,734,494
car,2645,0.5321,432,115,150,313
car,2640,0.5141,847,358,538,111
car,2632,0.6966,906,337,570,111
car,2656,0.6640,913,328,464,114
car,2644,0.6505,525,159,587,110
car,2609,0.5658,911,343,577,114
car,2663,0.5983,234,134,362,493
car,2655,0.5174,845,355,419,120
car,2667,0.7347,859,361,453,131
car,2596,0.5726,880,352,543,122
car,2699,0.6291,860,299,819,287
car,2696,0.5652,475,113,452,116
car,2684,0.6255,662,294,444,135
car,2695,0.6323,463,182,511,200
car,2689,0.6133,245,142,542,484
car,2676,0.5453,424,141,528,120
car,2680,0.5258,467,141,536,118
car,2679,0.6928,894,329,513,117
car,2703,0.6974,603,279,456,134
car,2692,0.6983,907,300,461,131
car,2685,0.5153,422,116,846,508
car,2710,0.6566,227,136,381,486
car,2737,0.5836,447,153,471,164
car,2741,0.6267,244,135,225,149
car,2718,0.5474,346,127,537,483
car,2702,0.7636,482,120,797,506
car,2744,0.6099,878,295,824,278
car,2727,0.6917,906,342,490,125
car,2729,0.6081,896,322,563,129
car,2732,0.6351,229,135,392,489
car,2705,0.6383,912,341,527,121
car,2671,0.6867,477,190,881,495
car,2664,0.5101,882,331,407,112
car,2721,0.6372,910,346,497,115
car,2674,0.5131,895,284,535,108
car,2733,0.7129,344,124,543,479
car,2738,0.5379,922,318,478,132
car,2734,0.5671,405,121,855,508
car,2716,0.5850,863,333,511,120
car,2753,0.6067,882,333,458,169
car,2747,0.6629,781,269,531,123
car,2752,0.6456,822,345,476,127
car,2749,0.5685,340,128,532,489
car,2761,0.6506,461,141,494,118
car,2755,0.6675,518,216,509,129
car,2756,0.7124,913,342,511,126
car,2754,0.5284,373,120,540,488
car,2743,0.6056,941,311,525,120
car,2794,0.7315,511,234,454,205
car,2783,0.6689,426,103,397,115
car,2797,0.5051,420,110,407,114
car,2803,0.5183,382,115,382,115
car,2730,0.5301,433,108,337,497
car,2798,0.7347,895,331,446,159
car,2791,0.5291,378,124,195,169
car,2787,0.7951,904,370,487,131
car,2779,0.6508,842,325,496,126
car,2790,0.7155,894,335,427,150
car,2789,0.7950,908,307,564,120
car,2822,0.7093,894,336,686,275
car,2821,0.5590,89,227,306,413
car,2782,0.6187,383,114,695,455
car,2802,0.6276,213,142,521,437
car,2813,0.7171,906,315,511,137
car,2823,0.6331,172,217,532,486
car,2830,0.6443,118,280,371,486
car,2765,0.5972,897,331,542,114
car,2817,0.5867,623,257,514,127
car,2750,0.5874,495,118,712,486
car,2814,0.6269,812,313,458,146
car,2833,0.7238,847,357,422,146
car,2834,0.5260,455,151,446,131
car,2810,0.6797,332,121,374,491
car,2829,0.5002,495,110,460,119
car,2831,0.6541,824,317,475,126
car,2763,0.5629,891,374,582,109
car,2837,0.6902,207,135,497,488
car,2809,0.5070,461,144,525,121
car,2811,0.5223,527,120,599,113
car,2825,0.7395,882,362,516,118
car,2804,0.5349,897,369,541,123
car,2785,0.6255,885,331,383,119
car,2853,0.6341,911,330,447,164
car,2841,0.5221,876,301,541,111
car,2807,0.6445,883,332,560,134
car,2849,0.5435,905,363,511,117
car,2784,0.6088,837,351,593,109
car,2879,0.5327,536,114,533,116
car,2857,0.6331,338,125,290,337
car,2778,0.5594,486,109,360,431
car,2858,0.6120,329,127,265,458
car,2826,0.5156,414,113,427,479
car,2836,0.5756,397,113,360,438
car,2859,0.6856,911,338,571,113
car,2877,0.5603,199,141,357,492
car,2894,0.7582,897,370,577,268
car,2818,0.6249,850,324,532,475
car,2869,0.6029,361,123,659,498
car,2887,0.7117,892,336,453,140
car,2876,0.5442,547,256,536,129
car,2904,0.6116,446,145,506,120
car,2897,0.5595,467,112,375,122
car,2872,0.5622,910,333,417,120
car,2903,0.7747,556,259,434,133
car,2882,0.6594,900,306,521,118
car,2891,0.5325,491,110,405,122
car,2895,0.5756,247,133,374,500
car,2902,0.5109,433,106,282,150
car,2933,0.5329,266,130,210,144
car,2906,0.5981,377,121,239,178
car,2892,0.6910,900,367,548,114
car,2886,0.5373,726,297,555,110
car,2926,0.6586,196,164,512,480
car,2899,0.5627,446,113,242,197
car,2931,0.5983,300,139,170,157
car,2905,0.5112,370,124,331,498
car,2922,0.5686,295,131,366,490
car,2943,0.6352,840,322,463,185
car,2951,0.6067,466,181,458,146
car,2944,0.6689,227,199,692,475
car,2914,0.6367,350,126,760,496
car,2913,0.5863,372,121,638,457
car,2937,0.6640,241,176,851,510
car,2936,0.7786,255,147,559,478
car,2953,0.5375,453,139,472,141
car,2934,0.6608,881,300,493,128
car,2935,0.6457,257,157,398,491
car,2932,0.7100,893,371,518,125
car,2928,0.5569,848,339,520,124
car,2940,0.5897,918,315,562,134
car,2963,0.6434,829,298,504,144
car,2988,0.5302,490,125,473,113
car,2982,0.8090,487,138,501,143
car,2981,0.5247,495,111,476,113
car,2960,0.7415,915,333,493,129
car,2939,0.5458,904,342,565,98
car,2980,0.7839,910,339,466,186
car,2990,0.7358,463,115,466,113
car,2989,0.7838,916,345,696,277
car,2985,0.5241,365,122,313,127
car,2983,0.7788,912,341,495,207
car,2976,0.7203,463,141,506,139
car,2974,0.5350,426,114,450,115
car,2970,0.5745,466,114,433,116
car,2966,0.7166,918,316,540,135
car,2964,0.7687,827,343,448,133
car,2955,0.7967,906,335,511,133
car,2952,0.6371,461,113,201,156
car,2949,0.5754,911,343,514,125
car,2962,0.7242,899,364,426,145
road_sign,2260,0.5847,522,86,521,86
road_sign,3015,0.5240,648,45,648,45
road_sign,3013,0.5905,600,38,586,42
car,3004,0.8236,56,115,57,116
car,3005,0.6563,146,124,146,125
car,3003,0.5727,59,137,59,136
road_sign,2994,0.5477,475,33,424,40
road_sign,2996,0.5052,838,34,863,33
road_sign,2999,0.5201,647,39,346,38
car,3019,0.5618,253,158,674,467
car,3040,0.6564,836,291,531,195
car,3029,0.6712,268,136,541,474
car,3045,0.6533,618,257,441,139
car,3042,0.6590,878,358,473,128
car,3039,0.7064,911,338,495,129
car,3032,0.5849,911,340,587,99
car,3058,0.5209,447,116,479,126
car,3074,0.6984,892,367,604,250
car,3041,0.7101,910,338,509,126
car,3033,0.5687,441,113,518,462
car,3051,0.6058,366,127,703,475
car,3060,0.5386,269,130,365,490
car,3084,0.6334,302,141,277,143
car,3046,0.7336,916,340,516,124
car,3056,0.5526,833,323,509,139
car,3050,0.6602,401,122,807,506
car,3076,0.6014,347,129,181,185
car,3066,0.6375,918,312,554,130
car,3080,0.7469,281,139,754,496
car,3044,0.5173,543,209,579,111
car,3082,0.6690,242,147,560,484
car,3067,0.5198,853,355,515,114
car,3059,0.5836,425,114,679,471
car,3101,0.6419,546,132,551,133
car,3086,0.6862,283,135,508,483
car,3085,0.6220,827,288,548,128
car,3053,0.5469,454,150,563,129
car,3081,0.7225,404,122,802,508
car,3104,0.7238,890,366,574,244
car,3083,0.5625,878,320,541,116
car,3087,0.5078,873,360,478,114
car,3092,0.5409,273,131,371,488
car,3122,0.6839,924,322,844,295
car,3111,0.6481,313,134,849,508
car,3117,0.5251,899,338,439,161
car,3137,0.6652,643,271,545,223
car,3120,0.6722,919,312,505,172
car,3113,0.5477,847,358,459,155
car,3077,0.6480,688,280,361,490
car,3138,0.6628,850,357,402,180
car,3105,0.5082,872,322,514,189
car,3135,0.6111,896,365,430,142
car,3115,0.6353,901,339,536,114
car,3110,0.6441,903,364,562,133
car,3107,0.5226,546,257,486,111
car,3125,0.5188,391,120,457,448
car,3119,0.5845,442,115,481,457
car,3118,0.6919,414,117,553,484
car,3126,0.6049,669,270,532,130
car,3123,0.5621,833,305,420,114
car,3152,0.5490,313,131,686,471
car,3176,0.6186,414,114,403,120
car,3151,0.5724,856,305,506,136
car,3167,0.5296,425,120,329,125
car,3150,0.5656,906,342,540,127
car,3141,0.5695,533,216,563,132
car,3163,0.6514,844,349,493,123
car,3193,0.5491,407,154,478,155
car,3181,0.5782,346,130,688,472
car,3194,0.6108,228,149,543,483
car,3208,0.5533,719,262,587,231
car,3192,0.6185,917,343,477,130
car,3203,0.5455,499,119,530,113
car,3166,0.5217,863,302,519,115
car,3165,0.5574,454,108,147,162
car,3173,0.5188,915,300,583,115
car,3144,0.5199,492,126,136,163
car,3175,0.7340,399,122,558,489
car,3211,0.6717,918,341,502,183
car,3189,0.5026,305,139,891,515
car,3190,0.5973,294,138,681,477
car,3197,0.5256,451,153,541,122
car,3160,0.5158,845,325,468,104
car,3201,0.5481,216,131,392,462
car,3195,0.5858,923,313,574,95
car,3198,0.7073,910,343,502,146
car,3219,0.6969,473,140,477,125
car,3220,0.5612,475,110,448,102
car,3210,0.6488,627,258,454,149
car,3226,0.6213,89,252,358,495
car,3216,0.6984,471,195,475,139
car,3233,0.5851,439,107,409,109
car,3168,0.6835,904,364,535,111
car,3209,0.6360,910,338,437,150
car,3236,0.5556,840,293,474,147
car,3225,0.7241,902,372,466,125
car,3215,0.6845,902,365,481,125
car,3244,0.5727,487,154,509,136
car,3229,0.5661,416,119,665,464
car,3242,0.5923,470,129,503,114
car,3221,0.6243,816,346,510,118
car,3223,0.5191,445,165,509,114
car,3243,0.5632,485,125,537,120
car,3234,0.6396,355,124,502,485
car,3224,0.5382,453,152,531,114
car,3241,0.7355,921,314,498,146
car,3238,0.6689,906,340,533,121
car,3232,0.5980,416,114,532,479
car,3207,0.5093,864,331,540,121
car,3260,0.8774,398,175,427,139
car,3249,0.7058,900,372,472,125
car,3254,0.6445,466,109,563,118
car,3253,0.8341,898,340,489,146
car,3200,0.5714,895,373,551,103
car,3252,0.5545,244,134,348,498
car,3271,0.6998,878,359,402,159
car,3267,0.5041,421,108,404,117
car,3270,0.5712,408,117,352,123
car,3275,0.5863,221,153,539,483
car,3274,0.7457,847,347,427,140
car,3280,0.7676,405,174,449,133
car,3257,0.6786,869,363,495,124
car,3276,0.6349,892,299,493,139
car,3269,0.6667,897,336,479,131
car,3285,0.5274,294,119,259,157
car,3284,0.5993,465,129,483,123
car,3246,0.6908,907,376,562,132
car,3279,0.6464,315,131,513,477
car,3250,0.7171,922,338,543,116
car,3296,0.6108,875,361,412,174
car,3297,0.7083,906,314,503,177
car,3142,0.6303,923,316,734,492
car,3303,0.7441,911,307,540,192
car,3272,0.6300,917,313,589,106
car,3230,0.6570,891,336,426,439
car,3278,0.5542,497,113,456,128
car,3298,0.7715,909,344,472,133
car,3282,0.5690,374,118,609,464
car,3322,0.5042,433,115,422,107
car,3310,0.6209,467,110,393,122
car,3265,0.6484,866,353,419,105
car,3308,0.5300,469,111,410,107
car,3266,0.5071,479,111,472,115
car,3304,0.5646,247,133,374,489
car,3311,0.6442,436,119,528,122
car,3283,0.7085,905,335,552,118
car,3294,0.6220,873,362,538,120
car,3288,0.5502,499,146,506,135
car,3318,0.5513,906,310,512,136
car,3320,0.7451,857,353,449,143
car,3337,0.5819,439,136,458,132
car,3335,0.6733,276,147,236,163
car,3251,0.6681,898,281,514,455
car,3343,0.7709,918,341,732,286
car,3317,0.7120,419,121,619,447
car,3261,0.6826,487,111,750,495
car,3273,0.5063,451,143,617,107
car,3309,0.5798,501,174,625,104
car,3321,0.6810,910,339,529,119
car,3307,0.5255,909,344,577,114
car,3324,0.6024,384,124,739,499
car,3349,0.6001,456,150,459,129
car,3338,0.6905,247,139,411,490
car,3331,0.5533,631,288,466,113
car,3339,0.6903,879,330,406,159
car,3290,0.6020,921,311,558,125
car,3336,0.7455,924,324,560,129
car,3352,0.8067,905,330,468,142
car,3326,0.6299,918,345,510,121
car,3345,0.7004,901,368,489,118
car,3323,0.5652,423,114,545,480
car,3359,0.5175,201,143,399,433
car,3351,0.6770,888,333,470,119
car,3354,0.6268,880,279,498,117
car,3327,0.6229,862,366,461,157
car,3342,0.6504,680,273,514,118
car,3333,0.6647,870,360,515,115
car,3379,0.7615,98,253,333,488
car,3388,0.5461,260,138,248,134
car,3360,0.5350,898,316,554,132
car,3367,0.5867,890,295,571,122
car,3393,0.7000,858,295,552,199
car,3395,0.6277,347,122,255,143
car,3398,0.7510,920,314,499,177
car,3394,0.6726,196,163,534,483
car,3381,0.6242,884,306,537,134
car,3374,0.5013,396,116,394,468
car,3399,0.7392,534,178,506,140
car,3415,0.6243,915,341,779,303
car,3392,0.7746,904,341,523,128
car,3383,0.5230,362,122,481,462
car,3390,0.5760,229,129,353,499
car,3391,0.7006,351,125,563,486
car,3414,0.5553,517,124,532,124
car,3382,0.6135,910,342,547,126
car,3387,0.6994,911,309,543,126
car,3407,0.5368,374,126,734,494
car,3402,0.5321,432,115,150,313
car,3397,0.5141,847,358,538,111
car,3389,0.6966,906,337,570,111
