ID,Type of Object,Max Confidence,Avg Confidence,On-screen Duration
54,car,0.69316,0.398421,0.122695
50,car,0.662306,0.41818,1.59996
44,car,0.909048,0.702368,8.94159
48,car,0.31421,0.261968,0.531855
49,car,0.89847,0.672421,1.97468
12,car,0.725082,0.371901,1.77377
55,car,0.364369,0.299038,0.165551
58,car,0.204577,0.204577,0
6,car,0.878394,0.533488,18.2593
60,car,0.217851,0.217851,0
41,car,0.536381,0.298317,2.01046
57,road_sign,0.322446,0.284049,0.245981
38,car,0.419487,0.357135,0.123665
51,car,0.504491,0.333247,1.80067
53,car,0.819233,0.572312,1.59647
56,car,0.788961,0.560228,0.935623
61,car,0.947429,0.921903,0.205806
59,car,0.353643,0.255495,1.18875
18,car,0.630005,0.325003,3.5248
6,car,0.893564,0.893564,0
7,car,0.762291,0.447743,1.39329
5,car,0.717831,0.326494,3.52012
4,car,0.853119,0.629885,11.7237
51,car,0.307767,0.307767,0
41,car,0.903299,0.814394,0.492422
45,car,0.926977,0.579945,4.2999
48,car,0.242066,0.223812,0.901907
47,car,0.945289,0.628414,4.26377
62,car,0.536007,0.360018,0.533676
12,car,0.864242,0.691827,0.738329
13,car,0.852553,0.512987,20.7015
56,car,0.570925,0.462862,0.122676
46,car,0.904602,0.456955,2.58271
57,road_sign,0.560743,0.319972,1.39386
52,road_sign,0.618806,0.398763,4.1793
43,car,0.846401,0.480893,4.6405
42,car,0.389435,0.292856,14.5965
57,road_sign,0.345619,0.344179,0.0385677
52,road_sign,0.245417,0.232707,0.370785
64,car,0.622613,0.322283,2.74345
74,car,0.829462,0.702762,0.0828011
72,car,0.813826,0.498757,0.246754
68,car,0.868767,0.61107,0.862147
63,road_sign,0.598549,0.331489,3.28398
70,car,0.820121,0.628321,0.584309
76,car,0.788209,0.53301,0.579494
57,road_sign,0.431231,0.273503,1.14824
73,car,0.916818,0.667976,0.779284
43,car,0.549441,0.370303,0.860561
69,car,0.898333,0.546248,1.764
67,car,0.525146,0.289296,2.66455
66,car,0.955975,0.643316,2.78883
46,car,0.92471,0.71729,2.62349
64,car,0.564282,0.383438,6.84919
73,car,0.202626,0.202626,0
77,car,0.678583,0.476754,0.359199
76,car,0.22354,0.22354,0
75,car,0.869109,0.592984,8.61016
46,car,0.322696,0.311889,0.0415549
70,car,0.322696,0.284044,0.0409031
68,car,0.617299,0.390551,0.091581
72,car,0.439009,0.28035,0.490301
71,car,0.907294,0.663358,10.1245
75,car,0.320728,0.320728,0
72,car,0.254979,0.252144,0.0425454
83,car,0.286113,0.250769,0.287191
80,car,0.479691,0.339062,1.64062
82,car,0.509753,0.289119,0.532387
42,car,0.360547,0.282416,11.0302
88,car,0.268934,0.248869,0.0560165
79,car,0.909544,0.610674,2.25442
86,car,0.449032,0.302254,0.77889
66,car,0.549813,0.320899,2.33691
85,car,0.384441,0.311808,2.09237
93,car,0.585593,0.340157,0.533725
83,car,0.314859,0.270783,1.06606
57,road_sign,0.587256,0.316979,4.06023
97,car,0.250436,0.23682,0.368839
90,car,0.830734,0.657563,1.88773
94,car,0.440491,0.318467,0.985505
83,car,0.239866,0.239866,0
85,car,0.303618,0.303618,0
96,car,0.666329,0.362852,1.55804
101,car,0.251284,0.219138,0.90289
95,car,0.302666,0.262024,1.75969
85,car,0.345097,0.31221,0.288214
106,car,0.878073,0.604838,1.6058
12,car,0.887103,0.587705,17.9582
109,person,0.211923,0.211923,0
81,car,0.900778,0.605701,7.6251
101,car,0.249028,0.235114,1.02562
91,car,0.611243,0.367905,5.45327
102,person,0.582026,0.289548,3.69011
100,car,0.89442,0.585233,3.97667
101,car,0.214032,0.214032,0
112,car,0.30905,0.297735,0.124118
109,person,0.363392,0.273561,0.82129
105,car,0.850268,0.501877,4.18222
103,car,0.786699,0.473469,4.22396
88,car,0.803355,0.410868,6.47848
89,car,0.634898,0.376565,7.85849
87,car,0.851412,0.449874,7.95441
113,car,0.263643,0.263643,0
107,car,0.900104,0.691267,2.98473
65,car,0.865473,0.34193,19.886
92,car,0.546833,0.267765,5.78121
114,car,0.878555,0.468895,7.20423
86,car,0.775387,0.373243,13.3769
89,car,0.221459,0.221459,0
109,person,0.415556,0.353378,0.0340507
111,car,0.437158,0.289689,7.71039
112,car,0.312916,0.250587,0.259565
115,car,0.301081,0.246447,0.213428
101,car,0.224062,0.224062,0
113,car,0.411453,0.249653,0.831632
98,car,0.927585,0.679999,13.4085
86,car,0.208272,0.208272,0
92,car,0.287651,0.25605,0.983666
95,car,0.895411,0.608715,11.5641
119,person,0.635838,0.430163,0.371167
113,car,0.379826,0.250914,1.06636
84,car,0.497725,0.322483,19.0362
81,car,0.684133,0.356148,10.4771
107,car,0.399131,0.302729,3.40569
123,person,0.569896,0.347445,0.28694
121,person,0.721831,0.452716,1.74354
116,person,0.512412,0.365857,3.72451
99,car,0.878555,0.537007,17.4213
117,car,0.627548,0.364554,3.36453
81,car,0.509377,0.337672,0.218951
84,car,0.393375,0.325748,0.650341
126,person,0.46419,0.38418,1.14382
118,car,0.385153,0.250887,3.5333
99,car,0.211765,0.211765,0
95,car,0.876455,0.522489,3.27954
129,bicycle,0.47124,0.324719,1.35582
134,person,0.465837,0.34342,0.592299
135,person,0.510206,0.369283,0.755419
127,car,0.855734,0.410051,2.6278
95,car,0.369257,0.369257,0
133,person,0.511033,0.315356,2.23833
132,car,0.87098,0.66135,3.11693
79,car,0.88949,0.566309,23.8016
132,car,0.201898,0.201898,0
127,car,0.785941,0.393172,1.62048
87,car,0.927383,0.676151,10.6128
130,car,0.756523,0.32889,5.03234
81,car,0.930363,0.775365,3.58375
138,car,0.260444,0.224118,1.05862
118,car,0.47819,0.300398,4.69569
131,car,0.538624,0.330318,6.47028
137,car,0.470317,0.287572,2.7928
87,car,0.375584,0.327354,0.455541
136,car,0.575339,0.306423,4.02442
139,car,0.408906,0.290811,1.06833
79,car,0.347139,0.249131,1.26673
130,car,0.271899,0.235317,1.88904
79,car,0.207529,0.207529,0
105,car,0.834507,0.513266,14.9798
122,car,0.764464,0.339668,12.6699
108,road_sign,0.505754,0.28329,26.077
138,car,0.444943,0.271446,4.14033
108,road_sign,0.234942,0.234942,0
122,car,0.242342,0.242342,0
34,car,0.963508,0.856928,62.8523
130,car,0.339679,0.277692,2.00961
120,car,0.808296,0.382122,15.2952
103,car,0.88574,0.497515,18.0241
117,car,0.91543,0.536622,11.7656
143,car,0.532265,0.416831,0.040378
105,car,0.842051,0.58338,2.57341
108,road_sign,0.249376,0.242159,0.040246
138,car,0.316808,0.251836,0.736297
130,car,0.232274,0.226104,0.615868
92,car,0.803355,0.37682,16.728
125,road_sign,0.412561,0.251791,15.027
140,car,0.947128,0.616176,8.17774
107,car,0.919974,0.443352,15.3229
138,car,0.210762,0.210762,0
142,car,0.528145,0.321868,4.59294
108,road_sign,0.380014,0.319315,0.303758
136,car,0.925541,0.660455,8.23469
141,car,0.821447,0.399791,6.39392
120,car,0.851412,0.552071,2.70988
140,car,0.399491,0.295063,1.02705
144,car,0.278195,0.278195,0
125,road_sign,0.33228,0.250787,3.92809
146,car,0.24567,0.224848,0.653648
130,car,0.673643,0.281789,4.87884
128,car,0.924919,0.710664,20.4104
150,car,0.550929,0.466848,0.246215
147,car,0.803118,0.405128,1.9272
149,car,0.910651,0.711585,1.47792
145,car,0.75458,0.392434,3.1893
110,car,0.861213,0.553906,36.17
155,car,0.557245,0.441504,0.196392
153,car,0.649752,0.361854,1.50188
152,bicycle,0.753883,0.53873,1.87726
150,car,0.590692,0.479094,1.31538
156,car,0.8886,0.75577,1.02724
149,car,0.606228,0.606228,0
130,car,0.431248,0.296503,2.4985
159,car,0.860673,0.7037,0.242223
148,car,0.942583,0.718967,4.01907
161,car,0.634898,0.430963,0.532882
157,car,0.755969,0.547574,1.58371
162,car,0.271007,0.24076,0.0402219
160,car,0.247905,0.22859,0.913614
130,car,0.23768,0.23768,0
154,car,0.910651,0.699222,3.3292
156,car,0.759282,0.759282,0
164,car,0.244279,0.225411,0.117178
150,car,0.50186,0.325418,0.778671
155,car,0.88078,0.727003,1.15061
128,car,0.323683,0.262346,3.46082
141,car,0.477065,0.318433,7.9105
151,car,0.881257,0.772923,4.68681
92,car,0.89299,0.71881,9.79625
158,car,0.821447,0.601123,2.34401
99,car,0.84265,0.479787,23.6101
78,car,0.909914,0.672418,48.6773
163,car,0.423153,0.259264,1.04546
110,car,0.430142,0.246934,8.71933
104,car,0.860132,0.540996,50.0136
159,car,0.557987,0.357851,7.496
164,car,0.415829,0.415829,0
124,car,0.860493,0.575139,35.0629
155,car,0.223279,0.223279,0
148,car,0.384085,0.304997,0.742762
165,car,0.596858,0.380407,0.739257
155,car,0.249028,0.240651,0.121003
162,car,0.816544,0.654068,2.08027
141,car,0.840242,0.484948,2.61427
167,car,0.902378,0.780268,0.738353
166,car,0.851032,0.660588,1.68085
162,car,0.57203,0.57203,0
164,car,0.747269,0.383085,1.73472
128,car,0.653166,0.469576,3.16729
165,car,0.824731,0.566196,1.34143
159,car,0.59722,0.431444,2.33867
155,car,0.588144,0.588144,0
92,car,0.859043,0.600953,5.20774
171,car,0.438269,0.285246,0.439294
174,car,0.407453,0.407453,0
170,car,0.860132,0.548367,1.47595
78,car,0.92471,0.534952,7.16255
176,car,0.537876,0.362525,0.24696
151,car,0.949991,0.721603,6.68374
170,car,0.580841,0.412724,0.412428
174,car,0.896253,0.704804,0.655385
110,car,0.888897,0.548686,6.84697
171,car,0.338668,0.276857,0.991595
179,car,0.867907,0.663659,0.533414
173,car,0.829249,0.550168,2.99389
181,car,0.234696,0.234696,0
176,car,0.630706,0.454432,0.121945
151,car,0.876129,0.545448,0.244989
181,car,0.38872,0.38872,0
173,car,0.642185,0.45609,0.132904
171,car,0.424989,0.367164,0.0809744
174,car,0.620845,0.455149,0.201647
185,car,0.868938,0.387148,0.698551
170,car,0.573869,0.356654,0.778235
182,car,0.8376,0.618048,0.862699
78,car,0.376996,0.353685,0.937551
178,car,0.725082,0.520792,1.1976
177,car,0.656904,0.359363,2.54662
128,car,0.52102,0.273902,4.47066
169,car,0.851222,0.619234,4.84053
150,car,0.886499,0.523183,8.53147
99,car,0.91739,0.461276,8.99049
103,car,0.820343,0.390091,28.7814
176,car,0.686727,0.471855,6.94969
186,car,0.720261,0.561458,7.58085
169,car,0.368207,0.300496,0.0674467
173,car,0.509377,0.358184,0.221321
188,car,0.418754,0.274686,0.938574
180,car,0.765005,0.526503,9.76402
151,car,0.857212,0.581096,1.13564
185,car,0.914021,0.686886,1.72424
193,car,0.807596,0.703898,0.616425
194,car,0.850268,0.585718,0.570381
103,car,0.563543,0.33429,1.51608
186,car,0.851602,0.602052,0.205623
171,car,0.834299,0.604789,1.25338
188,car,0.201414,0.201414,0
179,car,0.829249,0.456093,2.04481
168,car,0.905253,0.513965,16.6864
173,car,0.262186,0.262186,0
170,car,0.463206,0.370001,1.95989
150,car,0.474064,0.270533,2.68748
184,car,0.943632,0.595526,11.0401
177,car,0.835956,0.48044,3.04403
172,car,0.946977,0.653599,14.5634
192,car,0.758732,0.524109,2.36129
169,car,0.411453,0.338822,1.43663
181,car,0.839636,0.399713,3.25406
151,car,0.205312,0.205312,0
189,car,0.894704,0.470215,3.11805
198,car,0.919753,0.73149,0.449017
99,car,0.661296,0.408612,3.16026
188,car,0.217083,0.217083,0
170,car,0.308408,0.308408,0
196,car,0.871318,0.597,1.38397
191,car,0.349528,0.264149,3.4765
183,car,0.924606,0.649761,12.1369
177,car,0.725082,0.660953,0.0821448
174,car,0.757905,0.55139,2.82981
187,car,0.909667,0.501602,4.43026
194,car,0.296669,0.246217,0.695991
189,car,0.239866,0.239866,0
181,car,0.491335,0.396388,0.164813
179,car,0.395171,0.300049,0.285772
197,car,0.603713,0.412366,1.67019
195,car,0.80288,0.616905,2.75591
99,car,0.739236,0.510839,0.166907
173,car,0.270413,0.235546,0.704147
184,car,0.333636,0.313121,0.207263
151,car,0.872494,0.531924,0.533277
177,car,0.287651,0.287651,0
183,car,0.467321,0.40047,0.0810321
174,car,0.372415,0.363373,0.041485
204,car,0.923441,0.795199,0.484063
170,car,0.245391,0.245391,0
198,car,0.849117,0.627992,0.287198
194,car,0.221978,0.221978,0
190,car,0.826678,0.455292,5.81311
175,car,0.926262,0.718256,17.2625
201,car,0.870133,0.606609,2.77512
184,car,0.358124,0.332306,0.0416992
203,car,0.896113,0.668539,1.8016
195,car,0.334974,0.334974,0
179,car,0.830099,0.496791,0.333725
173,car,0.379826,0.351771,0.615312
170,car,0.869109,0.586052,0.199107
99,car,0.420952,0.264674,1.03201
151,car,0.752346,0.571266,0.728893
175,car,0.409634,0.38962,0.0403187
184,car,0.261023,0.261023,0
206,car,0.876618,0.675209,0.449151
197,car,0.485323,0.303969,1.39207
181,car,0.444572,0.304039,1.679
190,car,0.270116,0.236432,0.297603
170,car,0.362977,0.305862,0.110082
208,car,0.576074,0.384466,0.493895
151,car,0.393016,0.333801,0.0325977
205,car,0.319091,0.239042,1.60228
184,car,0.463206,0.463206,0
99,car,0.270413,0.24283,0.672366
205,car,0.24567,0.24567,0
208,car,0.519894,0.306899,0.665878
197,car,0.292607,0.250583,0.275662
170,car,0.457229,0.350131,0.457378
212,car,0.80454,0.438261,1.06086
181,car,0.291984,0.260388,0.675302
203,car,0.550557,0.32433,0.488768
194,car,0.80666,0.619038,2.29856
200,car,0.911018,0.595977,6.55854
208,car,0.371712,0.301591,0.00681465
205,car,0.382308,0.358809,0.0292793
212,car,0.457603,0.332778,0.148844
151,car,0.241239,0.241239,0
194,car,0.4442,0.330898,0.0408617
211,car,0.919642,0.656082,8.40228
199,car,0.921292,0.69569,14.4656
203,car,0.649067,0.410213,0.328616
213,car,0.400213,0.267434,0.820208
216,car,0.400574,0.326666,0.163199
200,car,0.309692,0.286411,0.657408
219,car,0.541612,0.318536,0.327687
214,car,0.917845,0.562884,1.47672
207,car,0.730149,0.415121,11.0115
210,car,0.882197,0.683395,10.3306
203,car,0.572398,0.370016,0.204355
211,car,0.670992,0.347902,0.491442
194,car,0.360547,0.303448,0.123228
218,car,0.481568,0.295198,1.10503
213,car,0.210013,0.210013,0
210,car,0.267162,0.267162,0
214,car,0.294165,0.294165,0
203,car,0.355364,0.355364,0
222,car,0.426092,0.301087,1.63995
151,car,0.50825,0.347821,1.14706
224,car,0.631406,0.443414,0.312754
212,car,0.65961,0.473686,1.88655
230,car,0.670992,0.670992,0
194,car,0.398049,0.2864,0.090781
227,car,0.217595,0.214733,0.28739
223,car,0.820343,0.520449,0.656176
208,car,0.405277,0.251042,1.63967
220,car,0.929579,0.652732,1.92702
231,car,0.221718,0.221718,0
209,road_sign,0.566497,0.324516,12.8253
200,car,0.272495,0.263604,0.655638
218,car,0.330302,0.289384,0.122438
221,car,0.771167,0.457641,2.29598
213,car,0.674634,0.384113,0.153645
228,car,0.899834,0.564458,0.901502
222,car,0.316808,0.305487,0.0390581
225,car,0.441974,0.300995,1.37671
214,car,0.283968,0.277933,0.10001
233,car,0.468819,0.328192,0.128197
210,car,0.836368,0.639642,0.252097
197,car,0.818787,0.628275,3.61175
226,car,0.919308,0.745801,1.6326
217,car,0.913784,0.710653,3.56688
181,car,0.829674,0.587576,4.34686
151,car,0.694756,0.694756,0
220,car,0.321382,0.321382,0
194,car,0.347139,0.347139,0
209,road_sign,0.243846,0.222556,0.746885
215,car,0.904867,0.60367,4.76584
197,car,0.237952,0.237952,0
221,car,0.258422,0.254006,0.502165
200,car,0.394093,0.300663,0.798177
228,car,0.224586,0.224586,0
151,car,0.216317,0.216317,0
202,car,0.905767,0.764357,19.6452
194,car,0.216317,0.216317,0
224,car,0.738656,0.415129,2.79035
220,car,0.306168,0.306168,0
235,car,0.920306,0.732682,2.13147
234,car,0.92151,0.729612,2.6231
241,car,0.886196,0.732009,0.457976
228,car,0.893278,0.733109,0.411851
229,road_sign,0.590346,0.305166,5.12726
239,car,0.92616,0.492057,1.31823
243,car,0.776433,0.572428,0.696614
246,car,0.74812,0.627846,0.541111
244,car,0.62226,0.324248,0.671551
253,car,0.210762,0.210762,0
229,road_sign,0.565452,0.41103,0.0414724
248,car,0.949848,0.673076,1.64284
245,car,0.58267,0.33582,1.90627
242,road_sign,0.4914,0.310408,1.80207
221,car,0.589965,0.348596,3.06501
225,car,0.600471,0.307304,11.3592
249,car,0.537503,0.330917,8.73586
243,car,0.886347,0.696402,0.294332
229,road_sign,0.204015,0.204015,0
251,car,0.816319,0.502493,9.34329
258,car,0.369257,0.260399,0.973883
264,car,0.208024,0.208024,0
260,car,0.817894,0.339706,1.26793
265,car,0.596134,0.355383,0.101789
266,car,0.596858,0.509428,0.247032
258,car,0.247905,0.247905,0
240,car,0.909048,0.622602,12.5902
238,car,0.964856,0.722626,12.7928
269,car,0.551301,0.455607,0.243871
259,car,0.339342,0.261704,2.30039
267,car,0.303618,0.261206,0.707351
252,car,0.477815,0.248709,10.8211
245,car,0.867907,0.478507,2.78608
250,car,0.451265,0.31256,11.9811
239,car,0.919419,0.722934,11.3698
271,bicycle,0.707454,0.436032,1.02903
273,bicycle,0.554402,0.392946,0.698523
268,car,0.849885,0.660425,1.68197
276,car,0.202869,0.202869,0
249,car,0.785435,0.510776,3.07353
277,car,0.303936,0.257477,0.296466
258,car,0.400213,0.307167,1.25273
248,car,0.824078,0.550102,5.48365
270,bicycle,0.682847,0.346449,2.74816
275,car,0.810846,0.624986,1.57036
261,car,0.796618,0.559124,5.20735
279,bicycle,0.348778,0.269122,0.770469
258,car,0.245948,0.245948,0
277,car,0.280314,0.267943,0.081411
281,car,0.643566,0.466952,1.20106
283,car,0.784419,0.63463,1.31876
281,car,0.642185,0.514025,0.0194111
272,car,0.831157,0.57292,5.9324
232,car,0.890374,0.627126,22.4702
261,car,0.474439,0.303439,3.15464
282,car,0.881884,0.586743,3.52127
250,car,0.490583,0.331697,4.76244
278,car,0.939583,0.726512,4.746
238,car,0.506747,0.393885,6.47976
263,car,0.913546,0.627004,8.75224
262,car,0.89442,0.555105,9.56822
242,road_sign,0.489275,0.324401,9.47928
257,car,0.883903,0.419897,9.58717
282,car,0.406365,0.406365,0
278,car,0.610885,0.610885,0
257,car,0.66432,0.527374,0.373814
221,car,0.952973,0.822794,26.9833
232,car,0.38872,0.272591,0.534113
288,car,0.554275,0.513851,0.658969
286,car,0.855549,0.655991,19.1308
282,car,0.343738,0.301787,0.240148
252,car,0.818117,0.473679,23.3472
289,car,0.378056,0.330271,0.986277
232,car,0.237408,0.237408,0
274,car,0.846596,0.53513,25.532
286,car,0.66365,0.569545,0.372281
278,car,0.627548,0.434538,1.02451
256,car,0.779549,0.474423,29.9397
250,car,0.470317,0.329178,3.79179
284,car,0.896951,0.506313,23.0502
247,car,0.896393,0.586357,40.171
294,car,0.731331,0.564333,1.61637
256,car,0.229337,0.229337,0
291,car,0.900374,0.679195,3.93579
287,car,0.909296,0.583905,23.0351
261,car,0.681854,0.37753,6.87297
209,road_sign,0.557074,0.341684,43.2553
242,road_sign,0.470169,0.36298,7.05381
296,car,0.268638,0.23324,0.862719
238,car,0.887853,0.744159,8.02737
236,car,0.959331,0.811846,46.2461
261,car,0.534137,0.344096,0.804925
290,car,0.903168,0.546589,8.06635
252,car,0.882664,0.535597,6.19874
293,car,0.91235,0.668182,6.23801
278,car,0.800729,0.403745,4.91659
256,car,0.320073,0.23288,2.68184
284,car,0.421319,0.290757,4.3214
238,car,0.577909,0.409635,0.610674
297,car,0.57203,0.343647,2.03814
262,car,0.814736,0.392679,10.295
272,car,0.744991,0.560573,26.4728
298,car,0.315508,0.236825,1.69012
244,car,0.879513,0.462861,36.2125
296,car,0.262768,0.235505,1.06388
296,car,0.238771,0.238771,0
247,car,0.583402,0.338496,10.4248
298,car,0.248466,0.248326,0.00602324
236,car,0.583402,0.489065,0.0286249
295,car,0.707049,0.489405,13.1143
284,car,0.328973,0.261252,0.159799
224,car,0.955911,0.638233,53.5452
262,car,0.378056,0.248799,1.1614
224,car,0.235507,0.235507,0
286,car,0.937506,0.627006,14.9581
274,car,0.926672,0.680556,15.495
236,car,0.55316,0.370845,1.06579
250,car,0.736034,0.448294,14.1479
295,car,0.45201,0.433332,0.328346
278,car,0.302348,0.235891,2.32415
297,car,0.40709,0.229438,3.67529
250,car,0.296669,0.296669,0
261,car,0.898058,0.601095,11.0325
286,car,0.672981,0.490416,0.166765
274,car,0.707049,0.531896,0.0310056
295,car,0.570188,0.459281,1.52906
301,car,0.674964,0.361775,1.31155
302,car,0.427564,0.324443,0.455343
255,car,0.857212,0.616904,49.8688
237,car,0.930558,0.794496,60.612
299,car,0.924814,0.643543,6.65706
305,car,0.250436,0.250014,0.738649
304,car,0.359854,0.270777,0.255542
272,car,0.761746,0.4799,9.86423
243,car,0.900509,0.667517,51.2875
303,car,0.911989,0.61295,12.7818
272,car,0.245948,0.220328,1.7827
309,car,0.245948,0.245948,0
310,car,0.492838,0.358581,0.0409622
272,car,0.212518,0.212518,0
306,car,0.459096,0.344338,3.31136
305,car,0.787707,0.485385,3.19007
311,car,0.263643,0.237598,0.928401
308,car,0.478566,0.308953,2.37121
308,car,0.226953,0.220746,0.12644
285,car,0.91114,0.645254,60.6441
308,car,0.212267,0.206599,0.04559
311,car,0.305848,0.238703,1.50015
262,car,0.74356,0.354634,23.9236
312,car,0.867561,0.64659,1.90835
285,car,0.421319,0.370602,0.771443
315,car,0.268342,0.239309,1.197
314,car,0.816769,0.603368,2.05258
272,car,0.402742,0.331971,4.47428
243,car,0.857396,0.565835,10.3435
295,car,0.752065,0.515325,21.0732
285,car,0.294165,0.252214,0.0174874
315,car,0.23768,0.232778,0.0998541
318,car,0.853307,0.647389,8.25231
317,car,0.93653,0.65845,9.25031
313,car,0.938206,0.715965,10.5415
314,car,0.267752,0.243443,0.205944
320,car,0.781866,0.438538,1.72037
318,car,0.64011,0.449414,0.16383
262,car,0.253269,0.223116,2.6116
312,car,0.62332,0.28739,2.21256
324,car,0.644945,0.436831,1.27111
322,car,0.80783,0.477665,2.33703
314,car,0.254693,0.229895,0.984847
328,car,0.489456,0.447548,0.410658
321,car,0.914021,0.678746,3.23903
316,car,0.925954,0.672241,11.9559
327,car,0.469568,0.359495,1.31214
329,road_sign,0.459589,0.25857,1.31275
326,car,0.764735,0.4748,2.17326
319,car,0.936976,0.681523,4.66508
323,car,0.922266,0.68249,3.56707
300,car,0.85046,0.592286,38.6661
325,car,0.900778,0.653573,3.32091
327,car,0.260734,0.246386,0.286775
331,car,0.872494,0.678248,1.96726
326,car,0.363672,0.363672,0
312,car,0.414369,0.262595,2.33701
329,road_sign,0.26605,0.2291,1.59858
334,car,0.640802,0.462649,0.737641
336,car,0.210512,0.210512,0
331,car,0.288268,0.287805,0.0406401
326,car,0.540491,0.540491,0
333,car,0.293229,0.246288,2.05007
335,car,0.759831,0.52915,1.06593
329,road_sign,0.22256,0.211913,0.0410768
331,car,0.382663,0.382663,0
326,car,0.645289,0.482599,0.08209
337,car,0.274287,0.237351,0.53194
336,car,0.275186,0.24774,1.066
327,car,0.332968,0.236321,2.09033
300,car,0.778255,0.57388,4.01889
272,car,0.751785,0.396501,9.75837
295,car,0.725082,0.461953,10.3162
340,car,0.803118,0.420677,7.10821
243,car,0.865823,0.503689,17.2479
342,car,0.61481,0.427305,0.41094
280,car,0.792445,0.404844,90.1622
263,car,0.886347,0.57958,69.168
339,car,0.571661,0.386769,7.87742
343,car,0.824731,0.417462,0.491795
295,car,0.608739,0.35516,0.69596
239,car,0.918071,0.758189,91.1786
330,car,0.701411,0.320332,14.474
254,car,0.915196,0.745534,103.885
341,car,0.647695,0.282772,1.66591
345,car,0.716306,0.486206,0.579956
344,car,0.390508,0.285502,1.31608
244,car,0.91295,0.414171,53.5702
295,car,0.280011,0.269287,0.245195
238,car,0.928088,0.61873,54.2633
254,car,0.471066,0.365649,0.246135
350,car,0.580841,0.439355,0.287387
349,car,0.904213,0.674867,0.8597
292,car,0.873162,0.448847,69.2494
239,car,0.72807,0.507817,0.737795
272,car,0.877751,0.593793,3.93535
238,car,0.381953,0.328078,0.123113
292,car,0.217595,0.217595,0
339,car,0.831999,0.521101,2.3361
300,car,0.635943,0.355616,5.02771
272,car,0.209266,0.209266,0
346,car,0.474814,0.276739,3.64948
330,car,0.871823,0.492741,3.44357
360,car,0.806425,0.518948,0.331064
337,car,0.522521,0.292945,6.06831
238,car,0.600831,0.365329,0.861129
347,car,0.85813,0.41205,5.65768
351,car,0.876943,0.564467,3.07616
358,car,0.814508,0.538495,1.88627
292,car,0.59722,0.446217,0.861412
359,car,0.691238,0.375567,1.48524
357,car,0.896253,0.648056,2.50018
355,car,0.793186,0.362094,3.07526
367,car,0.861034,0.73519,0.860325
362,car,0.833466,0.661005,1.64017
353,car,0.870303,0.528762,3.68946
238,car,0.375231,0.375231,0
360,car,0.64184,0.482852,0.451488
343,car,0.850077,0.414789,6.88885
351,car,0.526271,0.420291,0.246253
361,car,0.885892,0.573478,2.38727
371,car,0.541985,0.367178,0.204802
300,car,0.931717,0.582263,3.19865
353,car,0.280921,0.227514,0.122899
351,car,0.54497,0.378308,0.0822057
