Class ID,ID,Confidence LV,x_initial,y_initial,x_final,y_final,cluster
car,10145,0.6442,903,364,562,133,0
car,92,0.6442,903,364,562,133,0
car,107,0.5336,334,128,457,448,3
car,10160,0.5372,334,128,457,448,3
car,101,0.5861,442,115,481,457,3
car,10154,0.5851,442,115,481,457,3
car,10161,0.6064,669,270,536,130,2
car,10486,0.6227,384,124,411,490,3
car,10467,0.8065,552,49,434,158,2
car,452,0.6906,247,139,411,490,3
car,436,0.5963,687,275,478,116,2
car,10491,0.5754,858,325,466,113,0
car,439,0.5703,585,275,561,136,2
car,418,0.6592,532,51,551,126,2
car,10506,0.7437,924,324,560,129,0
car,10547,0.6231,898,316,462,172,0
car,423,0.5797,443,105,279,512,3
car,10477,0.5678,434,115,279,512,3
car,10524,0.5539,456,150,669,508,1
car,484,0.6477,898,316,669,508,5
car,10531,0.5002,144,14,195,5,4
car,10535,0.7946,554,6,923,464,1
car,10529,0.8011,908,329,468,142,0
car,472,0.7953,555,7,914,449,1
car,10539,0.6921,450,136,510,121,2
car,392,0.7299,549,20,510,121,2
car,10516,0.6983,901,368,489,118,0
car,454,0.7095,834,315,489,118,0
car,10530,0.7144,880,352,545,480,5
car,469,0.6962,880,352,545,480,5
car,10514,0.7110,697,277,502,128,2
car,10501,0.6790,870,360,468,114,0
car,468,0.7687,908,329,468,114,0
car,458,0.6548,680,273,502,128,2
car,408,0.5072,510,62,564,116,2
car,494,0.5455,484,179,313,499,5
car,10568,0.5024,392,290,313,499,3
car,10542,0.7187,482,9,455,114,2
car,477,0.6703,476,14,399,116,2
car,482,0.5236,200,142,399,433,3
car,10546,0.5229,183,146,399,433,3
car,10533,0.7538,518,7,890,515,1
car,10574,0.5230,503,9,516,9,2
car,513,0.7862,516,9,516,9,2
car,490,0.6832,592,31,671,494,1
car,10545,0.7376,519,3,680,527,1
car,480,0.6881,480,10,471,125,2
car,10534,0.6305,880,279,498,117,0
car,470,0.6242,880,279,498,117,0
car,10554,0.7009,521,6,571,113,2
car,465,0.6405,862,326,461,157,0
car,483,0.7179,515,4,671,447,1
car,10576,0.6228,567,166,671,447,1
car,10559,0.5134,424,145,516,118,2
car,492,0.5491,467,141,515,115,2
car,10571,0.7652,102,263,333,488,3
car,509,0.7615,98,253,333,488,3
car,474,0.6666,511,4,536,109,2
car,10544,0.6514,518,11,536,109,2
car,444,0.6646,870,360,484,142,0
car,10526,0.6514,886,332,484,142,0
car,516,0.6044,884,307,691,495,0
car,538,0.5751,548,8,552,13,2
car,10497,0.5350,585,275,509,132,2
car,505,0.7984,481,4,501,194,2
car,495,0.5119,418,148,509,132,2
car,449,0.6245,914,318,499,123,0
car,10602,0.7461,342,25,340,26,4
car,10563,0.7645,563,4,644,378,1
car,543,0.7292,343,25,340,26,4
car,488,0.7040,521,6,644,378,1
car,10610,0.5565,323,36,319,41,4
car,542,0.6183,477,12,475,27,2
car,548,0.5838,314,36,319,41,4
car,10609,0.6256,476,22,475,27,2
car,551,0.6142,356,43,363,42,4
car,10612,0.6218,354,43,363,42,4
car,10601,0.8068,526,22,523,28,2
car,540,0.8117,526,22,523,28,2
car,10572,0.8012,509,4,411,469,3
car,10567,0.8030,481,4,405,479,3
car,511,0.8021,509,5,411,469,3
car,545,0.7323,441,312,405,479,3
